Thu Apr 14 12:20:31 2022    ./mrJobs/profiling/profile.dat

         17107452 function calls (17106749 primitive calls) in 9.659 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:111(__init__)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:150(dirname)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
       24    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       24    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
       24    0.000    0.000    0.000    0.000 {built-in method posix.open}
       24    0.000    0.000    0.000    0.000 {built-in method posix.close}
       24    0.000    0.000    0.000    0.000 {built-in method posix.fstat}
       24    0.000    0.000    0.000    0.000 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/sim.py:383(<genexpr>)
       24    0.000    0.000    0.000    0.000 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/sim.py:378(<genexpr>)
       24    0.000    0.000    0.003    0.000 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/fs/composite.py:96(_handle)
       24    0.000    0.000    0.003    0.000 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/fs/composite.py:122(_do)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.8/sre_parse.py:81(groups)
       24    0.000    0.000    0.000    0.000 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/job.py:980(_step_key)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
       23    0.001    0.000    0.001    0.000 {built-in method posix.mkdir}
       23    0.000    0.000    0.000    0.000 {built-in method posix.rmdir}
     23/1    0.001    0.000    0.006    0.006 /usr/lib/python3.8/shutil.py:625(_rmtree_safe_fd)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:87(samestat)
    23/20    0.000    0.000    0.002    0.000 /usr/lib/python3.8/os.py:198(makedirs)
       22    0.000    0.000    0.000    0.000 {method 'stat' of 'posix.DirEntry' objects}
       22    0.000    0.000    0.001    0.000 /usr/lib/python3.8/argparse.py:1400(add_argument_group)
