Thu Apr 21 10:26:50 2022    ./mrJobs/profiling/profile.Remove_Null_Vals.dat

         2878596 function calls (2878042 primitive calls) in 1.798 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      8/1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap_external>:842(exec_module)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.8/argparse.py:955(__init__)
       60    0.000    0.000    0.001    0.000 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/runner.py:724(_get_local_tmp_dir)
        2    0.000    0.000    0.000    0.000 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/job.py:236(_job_kwargs)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:82(__init__)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.8/argparse.py:2426(_get_value)
       83    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/reduction.py:10(<module>)
       10    0.000    0.000    0.000    0.000 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/util.py:197(save_sys_std)
      9/1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap>:986(_find_and_load)
        5    0.000    0.000    0.000    0.000 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/runner.py:1313(_jobconf_for_step)
        1    0.000    0.000    0.003    0.003 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/sim.py:77(__init__)
        1    0.000    0.000    0.028    0.028 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/job.py:689(make_runner)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:69(commonprefix)
        4    0.000    0.000    0.000    0.000 /home/ubuntu/.local/lib/python3.8/site-packages/mrjob/runner.py:376(_fix_opts)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:140(basename)
